content;score;date;version;app_name;sentiment_label;sentiment_score;PIX;Login/Autenticação;Performance;Interface/Usabilidade;Empréstimos/Crédito;Pagamentos/Boletos;Saldo/Extrato;Atendimento;Cadastro/Conta;Investimentos;Segurança;Notificações;Questões geográficas;Placas/Veículos;Tarifas/Cobranças;Outros
a seção de investimento parece que tá bugada onde não dá pra saber qual é o real valor do investimento bruto e líquido;3;2025-12-24 16:04:03;4.73.1;Bradesco;negative;0.8311370611190796;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
aplicativo tranvado e apresentou muita instabilidade e difícil acesso últimos dias.;3;2025-12-24 15:43:16;4.73.1;Bradesco;negative;0.8554517030715942;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
orivel ,está toda hora saindo do app;1;2025-12-24 14:29:11;4.74.0;Bradesco;negative;0.7065207958221436;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Esse banco é horrível, atendimento presencial péssimo, ninguém sabe nada, e o fone fácil é a pior coisa que inventaram, mas o app em si? Pqp, toda vez que eu abro ele dá erro e tenho que abrir de novo, é lento DEMAIS, e esses dias ficou quase dois dias em manutenção. É um dos piores bancos com que já trabalhei e olha que é particular, pq em 2025 pq eles oferecem três cartões? 1 de crédito e 1 de débito sendo que poderia ser tudo em 1 e ainda tem o de salário que eu NUNCA usei, não recomendo;1;2025-12-24 13:30:51;4.73.1;Bradesco;negative;0.9267957210540771;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
app depois da atualização para entrar. preciso desinstalar e instalar novamente. um saco.;1;2025-12-24 12:32:51;4.73.1;Bradesco;negative;0.9473690390586852;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
horrível, trava muito.;1;2025-12-24 12:13:59;4.73.1;Bradesco;negative;0.9532331228256226;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pense em um banco lixo é esse é convivente com golpistas do pix pois o prejuízo é dos correntistas e não deles.;1;2025-12-24 12:02:17;4.73.1;Bradesco;negative;0.9368873238563538;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Realizei o envio do e-mail conforme o pedido, mas preciso de uma resposta com RESOLUÇÃO, e REALMENTE esse ABSURDO não pode ser mantido, é um tremendo DESRESPEITO aos clientes.;1;2025-12-24 11:57:33;4.73.1;Bradesco;negative;0.910236656665802;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
tenho conta caiu e nao voltou e agora esta aparecendo agência inválida;1;2025-12-24 11:09:16;4.73.1;Bradesco;negative;0.8356646299362183;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
O aplicativo mais ruim de banco, que existe é o Bradesco. Falha muito. Deixa você na mão nas horas que você mais precisa muito ruim, esse aplicativo 👎👎;1;2025-12-24 10:20:19;4.73.1;Bradesco;negative;0.9545481204986572;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
não sei, o que aconteceu com o sistema do Bradesco pois estou doido, adiantei um pagamento hoje pela manhã no cartão de crédito e até agora não foi dado como baixar, já atualizei, vi o estrato estar como pago mas na tela como ainda não tivesse pagado.;5;2025-12-24 07:23:40;4.73.1;Bradesco;negative;0.8409928679466248;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
nem lembro os números da conta e agência, e não consegui saber esse aplicativo é estupido todos os outros bancos aceitam o número do CPF.;1;2025-12-24 02:52:12;4.73.1;Bradesco;negative;0.9425875544548036;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
não consigo criar uma conta, na hora que a BIA está falando, aparece que meu celular precisa estar conectado a uma internet, tentei com 3 roteadores diferentes e dá a mesma coisa;1;2025-12-24 02:30:49;4.74.0;Bradesco;negative;0.7751151919364929;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Estou tentando abrir uma conta no Bradesco pelo app,mas não consigo,fica dizendo pra verificar a internet,mas minha internet está normal o que tá acontecendo Bradesco?;1;2025-12-23 21:46:38;4.74.0;Bradesco;negative;0.7409983277320862;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
O app peca em absolutamente tudo, tem uma interface muito complicada de mexer vc ficar minutos procurando uma simples função como fazer uma tranferencia via pix alem disso o banco me impossibilita de fazer um pix e sempre diz que esta em manutenção estou a dias tentando transferir meu salario da conta e nada 👎🏻;1;2025-12-23 21:33:47;4.74.0;Bradesco;negative;0.9128064513206482;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
não está sendo possível abrir conta pelo aplicativo, erro de conexão;1;2025-12-23 20:49:38;4.73.1;Bradesco;negative;0.784754753112793;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"Estou de volta pra perdir uma solução,estava funcionando perfeitamente o app,Troquei de aparelho,seguir os passo a passo e fica abrindo uma notificação. ""MAIS PROTEÇÃO AO ACESSAR A CONTA"".Não consigo abrir o app.";4;2025-12-23 20:27:08;4.74.0;Bradesco;negative;0.882943332195282;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
muito bom mas o banco cobra muitas tarifas e desbloqueia cheque especial sem voce pedir ou usar;1;2025-12-23 20:23:36;4.74.0;Bradesco;negative;0.7226364612579346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
não estou conseguindo entra no meu aplicativo, quero fazer um pix não consigo entra ,está dando agência inválida;1;2025-12-23 20:14:02;4.73.1;Bradesco;negative;0.8985427021980286;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bradesco é um App muito bom, mais esses meses não sei o que aconteceu que não está mais aparecendo os empréstimos contratos, gostaria que pudesse resolver esse erro, pois é muito importante a pessoa ter acesso os empréstimos contratados;5;2025-12-23 19:59:15;4.74.0;Bradesco;negative;0.7842646837234497;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
não consigo entrar na conta não tenho número da conta.;3;2025-12-23 19:09:36;;Bradesco;negative;0.610383927822113;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Olá, estou querendo criar uma conta no banco, só que está dizendo que eu tenho que estar ligado a internet e eu já estou, e não está indo. Como podem me ajudar?;2;2025-12-23 16:54:11;4.73.1;Bradesco;negative;0.6643132567405701;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Peimeiro o app ficou praticamente 1 dia todo sem funcionar. Depois que voltou está apresentando erros de conexão ao tentar entrar tanto pelo Wi-Fi quanto pelos dados moveis, sendo que outros apps abrem normal, inclusive apps de outros bancos.;1;2025-12-23 16:06:45;4.74.0;Bradesco;negative;0.7744825482368469;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
porque não tá funcionando débito automático que saco fim de ano se estresse;1;2025-12-23 15:04:09;4.74.0;Bradesco;negative;0.9587122797966005;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
App lento ....;3;2025-12-23 13:39:36;4.73.1;Bradesco;negative;0.7515888810157776;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
meu android é 8.0 pois nao tenho condições de adquirir outro celular novo. e em breve vao cancelar o acesso no aplicativo aqui pois nao sera mais compatível. é mais facil vou ter que trocar de banco por isso. ridículo essa situação em q me colocam.;1;2025-12-23 12:56:06;4.74.0;Bradesco;negative;0.9406613111495972;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
péssima experiência. Quando não preciso do gerente sempre tem um entrando em contato pra oferecer produtos. Quando preciso do gerente me encaminham pro fone fácil. Esse fone fácil é péssimo, não funciona pelo app e a IA que faz o atendimento é extremamente irritante pois não entende o que falo.;2;2025-12-23 11:31:16;4.73.1;Bradesco;negative;0.9433939456939696;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
O app tem erro na parte do chat: a resposta que recebi da atendente sumiu. É um aplicativo complexo, bem atrás do app de outros bancos. Extrato ruim... cheio de opções desnecessárias. O app não é visual e fácil de se utilizar. Tudo o que pode complicar, complicaram... sendo que existem tantos apps simples e objetivos.;1;2025-12-23 11:01:47;4.74.0;Bradesco;negative;0.9470370411872864;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
não instala no meu celular a alguns meses , não consigo ajuda nem ligando no Bradesco;1;2025-12-23 10:53:37;4.74.0;Bradesco;negative;0.7304174900054932;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
erro de duplicidade no Pix.;1;2025-12-23 10:34:54;4.73.1;Bradesco;negative;0.7965606451034546;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QUANDO EU MAS PRECISO DO MEU EMPRÉSTIMO AI EU NÃO TENHO. NUNCA ALMENTOU NÃO SAI DE 1.000 E EU PAGO E NÃO TENHO NUNCA ATEASEI SEMPRE ADIANTEI;1;2025-12-23 09:24:12;4.73.1;Bradesco;negative;0.5848883986473083;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
pior banco 😡😡🙁🙁;1;2025-12-23 09:13:56;;Bradesco;negative;0.9461160898208618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
péssimo foi envadido por golpistas e estou com um prejuízo por falta de segurança...do aplicativo;1;2025-12-23 08:48:26;4.74.0;Bradesco;negative;0.9531176686286926;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
O aplicativo é horrível, buga toda hora, não consigo fazer um pix, não consigo transferir para outro banco, vive dando erro mesmo depois de limpar o cachê. O pior aplicativo de banco que tenho!;1;2025-12-23 08:34:55;4.74.0;Bradesco;negative;0.9506500363349916;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
O App do Bradesco Prime não está funcionando corretamente desde 26/09/25 a tela Prime é azul e fica alternando p tela vermelha conta básica e não tenho acesso a perfil e dados/contatos da gerente contas, falei com a agência mas nada muda, não consegui fazer 1 Pix mesmo c saldo e dentro do limite, na semana +3 vezes. Em (02/10/25) App continua c problemas contatei a gerente solicitando solução enviei evidências mas até aqui nada. lamentável 3 meses sem solução pois hoje 23/12/25 continua igual.;1;2025-12-23 07:57:40;4.74.0;Bradesco;negative;0.8828715682029724;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
sempre travando;3;2025-12-23 07:56:28;4.74.0;Bradesco;negative;0.835242509841919;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
muito lento esse app;3;2025-12-23 06:47:58;4.73.1;Bradesco;negative;0.8810297250747681;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Depois d anos com a conta para parada resolvi voltar a usar o banco. Mas TODAS as funcionalidades do banco são um fiasco. Módulo de cartões de crédito tem a usabilidade péssima. Tentei encontrar uma forma de continuar no banco ativando conta na Ágora, porém outro fiasco. TUDO é ruim na corretora parceira. Única possibilidade d alguém usar aquilo é um novato q nunca abriu conta em outra corretora, então não tem parâmetro pra saber o q é ruim.;2;2025-12-22 21:47:50;4.73.1;Bradesco;negative;0.9390156269073486;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
orrivel receber um. abrangência. não cai na hora ela horas pra cair;1;2025-12-22 21:31:48;4.73.1;Bradesco;negative;0.9323246479034424;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ruim pix;2;2025-12-22 21:18:12;4.74.0;Bradesco;negative;0.8295707106590271;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Definitivamente o pior aplicativo de banco. Esse aplicativo é o que mais demora para entrar nele e permitir que você faça um pix, a interface dentro dele parece que é feita pra você não encontrar nada e o extrato é definitivamente o pior de todos os quesitos, além da dificuldade para baixar um extrato detalhado o que é exibido na tela por si só é confuso e nada intuitivo, muito desatualizado. Deve melhorar e muito, pega umas dicas com concorrentes.;1;2025-12-22 21:00:50;4.74.0;Bradesco;negative;0.9411476254463196;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
não preste;1;2025-12-22 20:38:09;;Bradesco;negative;0.885136604309082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Não consigo mais instalar o APP Bradesco no meu dispositivo antigo. Diz que o meu dispositivo não atende as questões de segurança. Meu dispositivo é um TECLAST M30, com Android 8;1;2025-12-22 20:31:54;4.73.1;Bradesco;negative;0.7836785316467285;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
estou com problema de que o celular o aplicativo tá travando dizendo que tá sem internet;4;2025-12-22 19:53:23;4.73.1;Bradesco;negative;0.7720124125480652;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
impossível utilizar. Todas as vezes que tento acessar via Wi-Fi, diz que ocorreu um problema e orienta usar os dados móveis. Não quero acessar por dados móveis, quero pelo Wi-Fi. Façam o mínimo e consertem. Não é de hoje que esse problema acontece.;1;2025-12-22 19:10:34;4.73.1;Bradesco;negative;0.8417925834655762;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
O app fica coletando a localização mesmo fechado, drenando bateria e recursos Corrijam isso, por gentileza.;3;2025-12-22 18:57:51;4.73.1;Bradesco;negative;0.7971032857894897;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
app horrível nem pega no meu celular;1;2025-12-22 18:47:43;;Bradesco;negative;0.936722993850708;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
horrível não dar ofertas precisa revolucionar;1;2025-12-22 18:45:33;4.73.1;Bradesco;negative;0.9428951144218444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
já perdi duas três vezes dinheiro por que dá bloqueio cautelar eles falam que é o cliente que tá falando que é vítima de golpe e vocês vão acabar ficando sem o dinheiro de vocês;1;2025-12-22 18:23:19;4.74.0;Bradesco;negative;0.9186930060386658;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
o fone fácil só cai...;1;2025-12-22 18:14:21;4.74.0;Bradesco;negative;0.627070426940918;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
estou tendo problemas ao entrar no app, só dá erro, fui fazer uma compra no mercado com QRCODE deu erro, continuar assim vou ter que trocar de Banco, nao da para ficar pagando mico;1;2025-12-22 17:55:23;4.73.1;Bradesco;negative;0.9301915764808656;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Abri um conta digital dia 20/12/2025 não estou conseguindo acessar recebi e tudo a agência e conta no email porém ao acessar diz que não consta acesso como assim ????? 🤔🤔🤔🤔;1;2025-12-22 17:42:55;;Bradesco;negative;0.6918702721595764;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Faz tempo que venho tentando vincular o pix do Bradesco na carteira do Google mas sempre apresenta está em erro tente novamente mas tarde, e fica somente nisso já tentei muitas vezes por tanto tempo já deviam ter consertado;2;2025-12-22 17:11:51;4.74.0;Bradesco;negative;0.8386666774749756;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gostaria de deixa minha opinião sobre esse banco primeiro nenhum aplicativo deve fucionar com códigos dos anos 90 estamos em 2026 e Bradesco não tem coragem de investir em qualidade apenas em desaine mais por baixo dos panos esse app não passa de uma falsa primeiro o aplicativo tem vários bugs segundo tão botado ia pra resolve problemas no dia que uma ia fazer e resolve problema melhor que hurmanos eu muda de nome, muitos bugs aplicativo tem várias falhas e bug não abaixem iram passar raiva!!!!;1;2025-12-22 16:58:25;;Bradesco;negative;0.8360055088996887;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
ultimamente o aplicativo está péssimo e um sacrifício pra entra msm vc com Internet rápida;2;2025-12-22 16:19:23;4.74.0;Bradesco;negative;0.9530816078186036;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Horrível;1;2025-12-22 15:10:07;4.74.0;Bradesco;negative;0.9091299772262572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
não recomendo!;1;2025-12-22 14:18:45;4.74.0;Bradesco;negative;0.8856240510940552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
fiz uma transferência via Pix do banco do Brasil para o Bradesco e até agora não caiu o dinheiro, tava dizendo que tem que esperar 60 minutos e já faz 4 horas e nada;1;2025-12-22 14:10:34;4.73.1;Bradesco;negative;0.5416658520698547;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Agora o Bradesco resolveu abrir automaticamente o aplicativo em quase todas as ligações pra que eu marque na caixa se eu reconheço a ligação e se nãoéum golpe! Mesmo sem estar com o aplicativo do banco aberto! por favor, resolvam isso que ja esta muito chato!;2;2025-12-22 13:59:26;4.73.1;Bradesco;negative;0.9305431246757508;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
para abrir nova conta está dando sem internet mesmo eu conectado;3;2025-12-22 13:59:26;4.73.1;Bradesco;negative;0.7740245461463928;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
está péssimo muito lento;1;2025-12-22 13:02:29;4.73.1;Bradesco;negative;0.9512843489646912;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"App ok, por em quanto fluido, mas nada intuitivo, IA falha, e falta uma opção para organizar o dinheiro separadamente, tipo um ""cofrinho"" para você visualmente saber quanto tem/falta de dinheiro em cada dívida para pagar.";3;2025-12-22 12:46:54;4.73.1;Bradesco;negative;0.564418375492096;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
muitos bugs;1;2025-12-22 12:44:13;4.74.0;Bradesco;negative;0.8883987069129944;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
APP está apresentando falhas pra atualização dos meu dados e Cartão virtual não consigo criar um cartão virtual;5;2025-12-22 12:19:54;4.73.1;Bradesco;negative;0.7625029683113098;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
não consigo cadastrar o Pix ,só da erro ,toda vez que tento ,,,só da erro tente mas tarde;3;2025-12-22 12:11:40;;Bradesco;negative;0.814673125743866;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Péssima experiência com o app, IA de atendimento passa instruções que não funcionam e não permite resolver absolutamente nenhum problema dentro do App. Dificulta qualquer fazer qualquer coisa.;1;2025-12-22 11:52:37;4.74.0;Bradesco;negative;0.9464350938796996;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
app é bom , porém estou insegura, porque ao receber chamada ou fazer ( de vídeo) entra automaticamente no app.;3;2025-12-22 11:36:44;4.74.0;Bradesco;negative;0.6253450512886047;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
burocracia;1;2025-12-22 11:25:55;4.74.0;Bradesco;negative;0.9163445234298706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
péssimo banco;1;2025-12-22 10:51:33;4.73.1;Bradesco;negative;0.9412549138069152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
instalei o app do Bradesco no meu celular, só que nunca conseguir criar a chave de segurança sempre da erro;1;2025-12-22 10:46:27;4.74.0;Bradesco;negative;0.7384731769561768;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aplicativo muito lento para funções básicas.;1;2025-12-22 10:36:53;4.73.1;Bradesco;negative;0.865439772605896;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Péssimo! fazem semanas que tento abrir uma conta e dá erro de conexão, sendo que já tentei em outras redes e até em outro celular e da sempre o mesmo erro. Na agência não quiseram fazer, disseram que só pelo aplicativo. O lugar onde vou trabalhar só aceita conta do Bradesco, nem virei cliente ainda e já estou passando raiva. Pior atendimento que já vi na vida!;1;2025-12-22 09:57:34;4.74.0;Bradesco;negative;0.9500595927238464;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
não consigo acessar meu empréstimos e adiantar pagamentos, pois o mesmo diz que este serviço não está disponível no momento, mais os empréstimos vem sempre cobrando.;1;2025-12-22 07:46:38;4.17.2;Bradesco;negative;0.7633821964263916;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Não concordo;1;2025-12-22 07:37:40;4.73.1;Bradesco;negative;0.7564210295677185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
app não presta ,falta um monte de informação;1;2025-12-22 05:17:22;4.74.0;Bradesco;negative;0.8941124081611633;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
O ícone do pix não aparece na área de trabalho, tenho que pedir ajuda virtual pra mi levar até lá... É MUITO CHATO!!!;2;2025-12-21 22:37:16;4.73.1;Bradesco;negative;0.947546660900116;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
app horrível não abre no meu celular vou trocar de banco;1;2025-12-21 22:32:00;4.74.0;Bradesco;negative;0.9333543181419371;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
podia dar um pouco de crédito pra o trabalhador né;3;2025-12-21 22:26:02;4.74.0;Bradesco;negative;0.4525744616985321;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
não funciona;1;2025-12-21 20:28:36;4.74.0;Bradesco;negative;0.8424972891807556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
da erro no início;1;2025-12-21 19:53:59;4.73.1;Bradesco;negative;0.6932326555252075;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
estou tentando usar o app, mas está difícil, app ruim tem dias que não abre, na parte dos cartões de crédito não tem como consultar as compras que foram parcelado, horrível para se organizar financeiramente. estou pesquisando em volta para o app do Santander é o melhor para controlar as contas.;1;2025-12-21 19:50:31;4.74.0;Bradesco;negative;0.9356607794761658;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
poxa deixou a desejar em;1;2025-12-21 16:21:52;;Bradesco;negative;0.6412325501441956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
coloco dados do cartão certo e fala que o dígito está errado não tenho aseso a conta;1;2025-12-21 16:10:05;4.73.1;Bradesco;negative;0.707806408405304;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
App com problema e o atendimento não ajuda em nada. Fora o cartão que nunca chegou;1;2025-12-21 16:09:56;4.73.1;Bradesco;negative;0.8288456797599792;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
as vezes fica fora do ar;4;2025-12-21 16:08:33;4.73.1;Bradesco;negative;0.8044167757034302;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
App horrível.;1;2025-12-21 13:57:09;4.73.1;Bradesco;negative;0.9569029211997986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
aplicativo está travado no ponto e não abre.;1;2025-12-21 13:54:25;4.73.1;Bradesco;negative;0.7962720990180969;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tentousar a biometria pra acessar o app e nao acho as configurações do app, ja busquei em todos os icones e o atendimento pela bia o chat nao direcionam a opção desejada;2;2025-12-21 11:06:49;;Bradesco;negative;0.7964321374893188;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
olá minha sugestão é ter a função Pix via WhatsApp igual alguns bancos físicos possuem. mais rápido que ficar nesse app pessimo do Bradesco, lento.;3;2025-12-21 11:04:41;4.74.0;Bradesco;negative;0.8643702864646912;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
App tem apresentado muita instabilidade;3;2025-12-21 10:29:58;4.73.1;Bradesco;negative;0.8887286186218262;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app lixo, não tem atualização faz tempo e no meu caso não consigo nem entrar mais nele já faz algum tempo;1;2025-12-21 09:12:58;4.74.0;Bradesco;negative;0.9273665547370912;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
App não funciona mais. Diz agência inválida! Mas digito certo, conforme cartão. E informaram procurar agência física. Detalhe: em outra cidade e levar a titular, minha mãe, de 81 anos com mobilidade restrita!!;1;2025-12-21 08:51:40;4.74.0;Bradesco;negative;0.6599326729774475;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"O aplicativo na maioria das vezes é lento até pra abrir, ""ah, mas pode ser seu celular"" sério? Um Galaxy S24, acho que não! O app não é fluido, quando clicamos em algo parece que ele está carregando um filme de 2h em 4k, e quando menos esperamos, dá erro. Kkkkkkkk só rindo mesmo. Melhorem, tem bancos digitais chegando agora com aplicativos anos luz de eficiência, o que é uma vergonha pra vocês, já que o Bradesco é um dos bancos mais importantes da história do Brasil.";1;2025-12-21 05:55:13;4.74.0;Bradesco;negative;0.8487424254417419;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
O aplicativo do banco apresenta problemas constantes de acesso não consigo entrar na minha conta antes estava funcionando normalmente agora é muita dificuldade pra entrar na minha conta está me impedindo de de realizar pagamento o app não conclui o login apresenta erro, impossibilitando o uso dos serviços bancário. Essa situação causa transtornos, atrasos já que dependo do aplicativo para cumprir meus compromissos financeiros. Ressalto que verifiquei minha conexão com a internet e sem sucesso.;5;2025-12-21 00:28:55;4.73.1;Bradesco;negative;0.8569518327713013;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ruim pra buneco impossível achar algo nesse app bagunçado, tem serviço que é necessário acessar pelo navegador pois o app é incapaz de mostrar. interface lenta e não responsiva;1;2025-12-20 23:52:23;4.74.0;Bradesco;negative;0.9492241740226746;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
app não abre de jeito nenhum;1;2025-12-20 19:44:17;4.74.0;Bradesco;negative;0.8301295042037964;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
esta travando muito;2;2025-12-20 18:23:43;4.73.1;Bradesco;negative;0.9056720733642578;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
O aplicativo precisa melhorar muito para as pessoas com deficiência visual. e o pior de tudo tentando falar com a central e o telefone sempre é desligado;2;2025-12-20 17:09:36;4.74.0;Bradesco;negative;0.7056675553321838;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
dificuldade de manusear aplicativo;1;2025-12-20 16:16:50;4.74.0;Bradesco;negative;0.7696595788002014;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
no atual smartphone Motorola G15 que estou usando, não está aparecendo as notificações de saldo diário, envio e recebimento de Pix, recebimento de notificação de TED e notificações por compra pelo cartão físico;1;2025-12-20 15:53:30;4.74.0;Bradesco;negative;0.5316573977470398;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Porque não consigo me cadastrar?;1;2025-12-20 14:46:24;4.73.1;Bradesco;negative;0.7687507271766663;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Não consigo pagar no e transferir usando o pagamento em pix. E a biometria facial não funciona;1;2025-12-20 12:34:23;4.74.0;Bradesco;negative;0.8325644731521606;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eu gosto do aplicativo. Entretanto hoje tentei fazer um saque e foi negado por motivos desconhecidos e nao fica claro o porque, se twm saldo pra isso. tirei 3 estrelas;2;2025-12-20 11:46:48;4.74.0;Bradesco;negative;0.8450233936309814;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
tentei abrir conta corrente não consegui bug app.....;1;2025-12-20 11:18:34;;Bradesco;negative;0.7988547086715698;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
péssimo !! eu entro no app e ele diz que estou sem internet, sendo que o celular está conectado a internet e todos app funcionam normal;1;2025-12-20 10:02:11;4.74.0;Bradesco;negative;0.8920347094535828;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Péssimo app, tem opções que não se pode mudar através do aplicativo so ligando na central do banco, tem erros constantes não permite realizar o pagamento de fatura do cartão via app pois da erro enfim so estou tento problemas com esse banco e app péssimo;1;2025-12-20 09:48:37;4.73.1;Bradesco;negative;0.9441372156143188;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
Preciso abrir uma conta para receber meu salário e simplesmente não consigo, o app diz que precisa estar em uma conexão com a internet para prosseguir, mesmo eu ja estando conectado, desligo e ligo o wifi, uso dados móveis 5G, ja desinstalei e instalei denovo o app e nada resolve, preciso abrir minha conta é uma urgência;1;2025-12-20 08:45:52;4.74.0;Bradesco;negative;0.836936354637146;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
